region,field,field_name,code,group_code_name,stat,2016,2017,2018,2019,2020,2021,2022,2023
Нижегородская область,5,Науки об обществе,38,5.38.00.00 - Экономика и управление,"Подано, коммерция",21.92,23.1,20.25,22.77,20.8,23.3,23.94,25.21
Нижегородская область,5,Науки об обществе,38,5.38.00.00 - Экономика и управление,"Принято, бюджет",9.93,7.28,6.09,6.15,8.58,5.79,4.83,4.09
Нижегородская область,5,Науки об обществе,38,5.38.00.00 - Экономика и управление,"Принято, коммерция",22.24,NA,NA,NA,NA,NA,NA,NA
Нижегородская область,5,Науки об обществе,39,5.39.00.00 - Социология и социальная работа,"Подано, бюджет",0.49,0.41,0.6,0.45,0.51,0.36,0.78,0.63
Нижегородская область,5,Науки об обществе,39,5.39.00.00 - Социология и социальная работа,"Подано, коммерция",0.35,0.14,0.15,0.07,0.18,0.07,0.09,0.21
Нижегородская область,5,Науки об обществе,39,5.39.00.00 - Социология и социальная работа,"Принято, бюджет",0.49,2.06,2.24,2.19,2.1,2.15,2.1,0.05
Нижегородская область,5,Науки об обществе,39,5.39.00.00 - Социология и социальная работа,"Принято, коммерция",0.58,NA,NA,NA,NA,NA,NA,NA
Нижегородская область,5,Науки об обществе,40,5.40.00.00 - Юриспруденция,"Подано, бюджет",2.35,3.12,2.48,3.62,4.83,4.5,4.22,3.72
Нижегородская область,5,Науки об обществе,40,5.40.00.00 - Юриспруденция,"Подано, коммерция",19.45,25.6,22.03,25.39,29.66,27.3,21.56,19.97
Нижегородская область,5,Науки об обществе,40,5.40.00.00 - Юриспруденция,"Принято, бюджет",1.44,0.04,0.17,0.13,0,0.04,1.16,0.14
Нижегородская область,5,Науки об обществе,40,5.40.00.00 - Юриспруденция,"Принято, коммерция",26.04,NA,NA,NA,NA,NA,NA,NA
Нижегородская область,5,Науки об обществе,42,5.42.00.00 - Средства массовой информации и информационно-библиотечное дело,"Подано, бюджет",0.21,0.27,0.29,0.44,0.39,0.4,0.52,0.51
Нижегородская область,5,Науки об обществе,42,5.42.00.00 - Средства массовой информации и информационно-библиотечное дело,"Подано, коммерция",0.46,0.34,0.06,0.13,0.02,0.38,0.59,0.38
Нижегородская область,5,Науки об обществе,42,5.42.00.00 - Средства массовой информации и информационно-библиотечное дело,"Принято, бюджет",0.15,0,0,0.09,0.04,0,0,0
Нижегородская область,5,Науки об обществе,42,5.42.00.00 - Средства массовой информации и информационно-библиотечное дело,"Принято, коммерция",0.43,NA,NA,NA,NA,NA,NA,NA
Нижегородская область,5,Науки об обществе,43,5.43.00.00 - Сервис и туризм,"Подано, бюджет",3.66,5.88,6.88,6.61,7.26,6.61,7.01,7.32
Нижегородская область,5,Науки об обществе,43,5.43.00.00 - Сервис и туризм,"Подано, коммерция",0.63,1.2,1.7,1.31,1.79,3.98,4.5,4.92
Нижегородская область,5,Науки об обществе,43,5.43.00.00 - Сервис и туризм,"Принято, бюджет",4.19,4.49,5.88,3.57,3.53,6.08,5.16,0.64
Нижегородская область,5,Науки об обществе,43,5.43.00.00 - Сервис и туризм,"Принято, коммерция",0.71,NA,NA,NA,NA,NA,NA,NA
Нижегородская область,6,Образование и педагогические науки,44,6.44.00.00 - Образование и педагогические науки,"Подано, бюджет",4.11,3.91,3.94,5.02,5.38,5.4,3.4,3.65
Нижегородская область,6,Образование и педагогические науки,44,6.44.00.00 - Образование и педагогические науки,"Подано, коммерция",3.95,6.23,7.02,7.61,7.54,2.65,4.1,3.26
Нижегородская область,6,Образование и педагогические науки,44,6.44.00.00 - Образование и педагогические науки,"Принято, бюджет",3.59,35.27,31.91,31.11,31.75,31.04,34.03,38.67
Нижегородская область,6,Образование и педагогические науки,44,6.44.00.00 - Образование и педагогические науки,"Принято, коммерция",5.13,NA,NA,NA,NA,NA,NA,NA
Нижегородская область,7,Гуманитарные науки,46,7.46.00.00 - История и археология,"Подано, бюджет",0.46,0.75,0.42,1.12,0.56,1.22,0.92,0.39
Нижегородская область,7,Гуманитарные науки,46,7.46.00.00 - История и археология,"Подано, коммерция",0.3,0.24,0.92,1.31,1.08,0.35,1.27,0.7
