field,field_name,region,year,applied_budget_total_sum,accepted_budget_total_sum,applied_commerc_sum,accepted_commerc_sum,konkurs_budget_mean,konkurs_commerce_mean
5,Науки об обществе,Республика Адыгея,2022,1790,3,1415,0,197.37,NA
6,Образование и педагогические науки,Республика Адыгея,2022,423,200,183,0,2.53,NA
7,Гуманитарные науки,Республика Адыгея,2022,217,97,104,0,1.84,NA
8,Искусство и культура,Республика Адыгея,2022,225,98,147,0,3.75,NA
2,"Инженерное дело, технологии и технические науки",Республика Адыгея,2023,2985,8,1379,0,275.2,NA
3,Здравоохранение и медицинские науки,Республика Адыгея,2023,1602,3,1370,0,235.78,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Адыгея,2023,416,5,132,0,65.69,NA
5,Науки об обществе,Республика Адыгея,2023,356,2,1671,0,226.59,NA
6,Образование и педагогические науки,Республика Адыгея,2023,272,167,73,0,1.95,NA
7,Гуманитарные науки,Республика Адыгея,2023,179,0,109,0,NA,NA
8,Искусство и культура,Республика Адыгея,2023,180,118,186,0,3.83,NA
2,"Инженерное дело, технологии и технические науки",Республика Алтай,2016,1168,615,3,1,2.62,2
3,Здравоохранение и медицинские науки,Республика Алтай,2016,1136,175,113,113,6.12,1
4,Сельское хозяйство и сельскохозяйственные науки,Республика Алтай,2016,860,313,9,6,5.35,1.59
5,Науки об обществе,Республика Алтай,2016,598,325,161,145,1.92,1.11
6,Образование и педагогические науки,Республика Алтай,2016,434,180,50,50,2.53,1
7,Гуманитарные науки,Республика Алтай,2016,128,67,10,10,2.06,1
8,Искусство и культура,Республика Алтай,2016,76,54,0,0,1.42,NA
2,"Инженерное дело, технологии и технические науки",Республика Алтай,2017,1234,29,61,0,73.86,NA
3,Здравоохранение и медицинские науки,Республика Алтай,2017,983,83,315,0,1.28,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Алтай,2017,808,0,13,0,NA,NA
5,Науки об обществе,Республика Алтай,2017,738,4,228,0,52.31,NA
6,Образование и педагогические науки,Республика Алтай,2017,368,206,55,0,2.72,NA
7,Гуманитарные науки,Республика Алтай,2017,156,67,16,0,2.57,NA
8,Искусство и культура,Республика Алтай,2017,83,49,16,0,16.59,NA
2,"Инженерное дело, технологии и технические науки",Республика Алтай,2018,1383,4,2,0,66.07,NA
3,Здравоохранение и медицинские науки,Республика Алтай,2018,1014,84,172,0,170.62,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Алтай,2018,976,0,23,0,NA,NA
5,Науки об обществе,Республика Алтай,2018,954,3,231,0,49.76,NA
6,Образование и педагогические науки,Республика Алтай,2018,491,227,101,0,3.11,NA
7,Гуманитарные науки,Республика Алтай,2018,171,67,16,0,4.93,NA
8,Искусство и культура,Республика Алтай,2018,123,66,33,0,7.73,NA
2,"Инженерное дело, технологии и технические науки",Республика Алтай,2019,1467,4,2,0,36.9,NA
3,Здравоохранение и медицинские науки,Республика Алтай,2019,1295,88,118,0,97.7,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Алтай,2019,1014,0,20,0,NA,NA
5,Науки об обществе,Республика Алтай,2019,794,3,308,0,50.01,NA
6,Образование и педагогические науки,Республика Алтай,2019,520,156,30,0,4.22,NA
7,Гуманитарные науки,Республика Алтай,2019,241,92,42,0,3.59,NA
8,Искусство и культура,Республика Алтай,2019,106,30,27,0,1.62,NA
2,"Инженерное дело, технологии и технические науки",Республика Алтай,2020,1704,6,11,0,72.78,NA
3,Здравоохранение и медицинские науки,Республика Алтай,2020,1742,78,398,0,346.11,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Алтай,2020,992,1,67,0,30,NA
5,Науки об обществе,Республика Алтай,2020,898,3,354,0,73.44,NA
6,Образование и педагогические науки,Республика Алтай,2020,520,169,51,0,4.34,NA
7,Гуманитарные науки,Республика Алтай,2020,246,104,84,0,4.42,NA
8,Искусство и культура,Республика Алтай,2020,117,34,18,0,1.71,NA
2,"Инженерное дело, технологии и технические науки",Республика Алтай,2021,1532,8,4,0,65.51,NA
3,Здравоохранение и медицинские науки,Республика Алтай,2021,1183,82,193,0,2.16,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Алтай,2021,859,0,38,0,NA,NA
5,Науки об обществе,Республика Алтай,2021,893,5,294,0,61.35,NA
6,Образование и педагогические науки,Республика Алтай,2021,488,207,72,0,4.78,NA
7,Гуманитарные науки,Республика Алтай,2021,203,94,44,0,3.62,NA
8,Искусство и культура,Республика Алтай,2021,149,31,7,0,11.61,NA
2,"Инженерное дело, технологии и технические науки",Республика Алтай,2022,1465,3,3,0,108.48,NA
3,Здравоохранение и медицинские науки,Республика Алтай,2022,798,79,149,0,47.47,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Алтай,2022,212,2,52,0,59.42,NA
5,Науки об обществе,Республика Алтай,2022,879,4,224,0,96.4,NA
6,Образование и педагогические науки,Республика Алтай,2022,418,203,86,0,3.8,NA
7,Гуманитарные науки,Республика Алтай,2022,188,93,66,0,3.3,NA
8,Искусство и культура,Республика Алтай,2022,152,37,11,0,2.15,NA
2,"Инженерное дело, технологии и технические науки",Республика Алтай,2023,1649,5,8,0,84.97,NA
3,Здравоохранение и медицинские науки,Республика Алтай,2023,963,50,137,0,3.46,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Алтай,2023,719,3,60,0,63.04,NA
5,Науки об обществе,Республика Алтай,2023,1003,5,234,0,76.76,NA
6,Образование и педагогические науки,Республика Алтай,2023,412,186,62,0,3.25,NA
7,Гуманитарные науки,Республика Алтай,2023,245,89,51,0,4.4,NA
8,Искусство и культура,Республика Алтай,2023,123,43,7,0,2.13,NA
1,Математические и естественные науки,Республика Башкортостан,2016,0,0,0,0,NA,NA
2,"Инженерное дело, технологии и технические науки",Республика Башкортостан,2016,29828,16269,4779,3257,2.52,1.68
3,Здравоохранение и медицинские науки,Республика Башкортостан,2016,7581,1045,3097,776,8.17,4.64
4,Сельское хозяйство и сельскохозяйственные науки,Республика Башкортостан,2016,3132,2960,0,0,1.08,NA
5,Науки об обществе,Республика Башкортостан,2016,6305,2388,4047,2620,3.78,1.63
6,Образование и педагогические науки,Республика Башкортостан,2016,2246,1040,371,292,2.22,1.35
7,Гуманитарные науки,Республика Башкортостан,2016,1063,475,105,79,2.59,1.46
8,Искусство и культура,Республика Башкортостан,2016,1202,811,345,242,1.8,1.55
2,"Инженерное дело, технологии и технические науки",Республика Башкортостан,2017,31125,392,5524,0,348.85,NA
3,Здравоохранение и медицинские науки,Республика Башкортостан,2017,8108,352,3305,0,389.23,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Башкортостан,2017,3539,41,9,0,207.76,NA
5,Науки об обществе,Республика Башкортостан,2017,8326,471,4588,0,103.4,NA
6,Образование и педагогические науки,Республика Башкортостан,2017,2385,1271,278,0,2.08,NA
7,Гуманитарные науки,Республика Башкортостан,2017,1141,427,105,0,1.98,NA
8,Искусство и культура,Республика Башкортостан,2017,1247,531,371,0,3.56,NA
2,"Инженерное дело, технологии и технические науки",Республика Башкортостан,2018,31156,349,6716,0,427.4,NA
3,Здравоохранение и медицинские науки,Республика Башкортостан,2018,8162,378,4166,0,493.36,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Башкортостан,2018,3381,24,10,0,88.72,NA
5,Науки об обществе,Республика Башкортостан,2018,9581,232,4748,0,169.09,NA
6,Образование и педагогические науки,Республика Башкортостан,2018,2676,1311,333,0,2.24,NA
7,Гуманитарные науки,Республика Башкортостан,2018,1262,431,113,0,34.32,NA
8,Искусство и культура,Республика Башкортостан,2018,1346,543,467,0,8.49,NA
2,"Инженерное дело, технологии и технические науки",Республика Башкортостан,2019,30168,312,7729,0,261.17,NA
3,Здравоохранение и медицинские науки,Республика Башкортостан,2019,7832,433,3988,0,178.26,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Башкортостан,2019,2911,29,14,0,153.16,NA
5,Науки об обществе,Республика Башкортостан,2019,10138,128,5227,0,194.42,NA
6,Образование и педагогические науки,Республика Башкортостан,2019,2951,1196,430,0,2.8,NA
7,Гуманитарные науки,Республика Башкортостан,2019,1229,476,231,0,44.45,NA
8,Искусство и культура,Республика Башкортостан,2019,1832,556,540,0,20.63,NA
2,"Инженерное дело, технологии и технические науки",Республика Башкортостан,2020,34907,360,9374,0,327.27,NA
3,Здравоохранение и медицинские науки,Республика Башкортостан,2020,8508,432,3776,0,785.22,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Башкортостан,2020,2936,10,19,0,244.31,NA
5,Науки об обществе,Республика Башкортостан,2020,12655,116,7207,0,217.46,NA
6,Образование и педагогические науки,Республика Башкортостан,2020,3297,1303,564,0,2.94,NA
7,Гуманитарные науки,Республика Башкортостан,2020,1522,382,307,0,80.97,NA
8,Искусство и культура,Республика Башкортостан,2020,2351,542,646,0,40.25,NA
2,"Инженерное дело, технологии и технические науки",Республика Башкортостан,2021,32112,412,8142,0,197.5,NA
3,Здравоохранение и медицинские науки,Республика Башкортостан,2021,8315,488,3634,0,330.91,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Башкортостан,2021,2907,13,15,0,175.04,NA
5,Науки об обществе,Республика Башкортостан,2021,11959,120,6616,0,262.22,NA
6,Образование и педагогические науки,Республика Башкортостан,2021,2965,1319,547,0,2.6,NA
7,Гуманитарные науки,Республика Башкортостан,2021,1384,506,378,0,81.46,NA
8,Искусство и культура,Республика Башкортостан,2021,3237,599,868,0,56.9,NA
2,"Инженерное дело, технологии и технические науки",Республика Башкортостан,2022,35236,362,9835,0,295.89,NA
3,Здравоохранение и медицинские науки,Республика Башкортостан,2022,8204,454,4260,0,339.43,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Башкортостан,2022,3199,22,60,0,102.14,NA
5,Науки об обществе,Республика Башкортостан,2022,12655,104,7029,0,314.78,NA
6,Образование и педагогические науки,Республика Башкортостан,2022,3308,1320,708,0,2.74,NA
7,Гуманитарные науки,Республика Башкортостан,2022,1471,470,344,0,43.09,NA
8,Искусство и культура,Республика Башкортостан,2022,3371,567,897,0,135.8,NA
2,"Инженерное дело, технологии и технические науки",Республика Башкортостан,2023,38925,342,12194,0,213.51,NA
3,Здравоохранение и медицинские науки,Республика Башкортостан,2023,9044,315,4967,0,212.04,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Башкортостан,2023,3286,15,45,0,131.49,NA
5,Науки об обществе,Республика Башкортостан,2023,11647,106,8343,0,212.36,NA
6,Образование и педагогические науки,Республика Башкортостан,2023,4484,1116,740,0,4.27,NA
7,Гуманитарные науки,Республика Башкортостан,2023,1714,465,588,0,237.96,NA
8,Искусство и культура,Республика Башкортостан,2023,5026,620,1118,0,390.61,NA
2,"Инженерное дело, технологии и технические науки",Республика Бурятия,2016,5389,4043,1117,994,1.69,1.31
3,Здравоохранение и медицинские науки,Республика Бурятия,2016,765,203,802,722,3.99,1.17
4,Сельское хозяйство и сельскохозяйственные науки,Республика Бурятия,2016,611,545,88,76,1.19,1.19
5,Науки об обществе,Республика Бурятия,2016,1311,1013,1166,834,1.46,1.47
6,Образование и педагогические науки,Республика Бурятия,2016,409,125,180,180,3.36,1
7,Гуманитарные науки,Республика Бурятия,2016,239,100,76,72,2.66,1.08
8,Искусство и культура,Республика Бурятия,2016,349,239,40,37,1.57,1.09
2,"Инженерное дело, технологии и технические науки",Республика Бурятия,2017,4669,28,1307,0,55.33,NA
3,Здравоохранение и медицинские науки,Республика Бурятия,2017,553,198,723,0,1.15,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Бурятия,2017,716,3,84,0,69.4,NA
5,Науки об обществе,Республика Бурятия,2017,1450,117,975,0,51.02,NA
6,Образование и педагогические науки,Республика Бурятия,2017,420,141,231,0,4.02,NA
7,Гуманитарные науки,Республика Бурятия,2017,150,101,57,0,1.49,NA
8,Искусство и культура,Республика Бурятия,2017,405,157,65,0,2.58,NA
2,"Инженерное дело, технологии и технические науки",Республика Бурятия,2018,5294,38,1031,0,96.78,NA
3,Здравоохранение и медицинские науки,Республика Бурятия,2018,365,160,578,0,0.79,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Бурятия,2018,759,2,126,0,32.84,NA
5,Науки об обществе,Республика Бурятия,2018,1621,118,1079,0,25.46,NA
6,Образование и педагогические науки,Республика Бурятия,2018,520,207,212,0,2.72,NA
7,Гуманитарные науки,Республика Бурятия,2018,268,115,60,0,2.11,NA
8,Искусство и культура,Республика Бурятия,2018,431,163,92,0,4.76,NA
2,"Инженерное дело, технологии и технические науки",Республика Бурятия,2019,7815,40,1204,0,127.62,NA
3,Здравоохранение и медицинские науки,Республика Бурятия,2019,595,192,583,0,47.96,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Бурятия,2019,813,1,84,0,25,NA
5,Науки об обществе,Республика Бурятия,2019,1595,111,1467,0,35.85,NA
6,Образование и педагогические науки,Республика Бурятия,2019,815,289,231,0,2.85,NA
7,Гуманитарные науки,Республика Бурятия,2019,316,125,49,0,2.53,NA
8,Искусство и культура,Республика Бурятия,2019,450,163,88,0,1.5,NA
2,"Инженерное дело, технологии и технические науки",Республика Бурятия,2020,7814,39,1582,0,202.35,NA
3,Здравоохранение и медицинские науки,Республика Бурятия,2020,833,212,526,0,107.62,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Бурятия,2020,746,5,88,0,36.98,NA
5,Науки об обществе,Республика Бурятия,2020,1617,160,1835,0,7.76,NA
6,Образование и педагогические науки,Республика Бурятия,2020,692,243,324,0,3.13,NA
7,Гуманитарные науки,Республика Бурятия,2020,354,144,66,0,15.05,NA
8,Искусство и культура,Республика Бурятия,2020,592,173,56,0,7.68,NA
2,"Инженерное дело, технологии и технические науки",Республика Бурятия,2021,7468,33,1236,0,123.82,NA
3,Здравоохранение и медицинские науки,Республика Бурятия,2021,674,185,877,0,72.24,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Бурятия,2021,791,1,133,0,50,NA
5,Науки об обществе,Республика Бурятия,2021,1524,132,1839,0,77.97,NA
6,Образование и педагогические науки,Республика Бурятия,2021,581,376,219,0,2.4,NA
7,Гуманитарные науки,Республика Бурятия,2021,297,174,60,0,2.18,NA
8,Искусство и культура,Республика Бурятия,2021,542,208,43,0,11.57,NA
2,"Инженерное дело, технологии и технические науки",Республика Бурятия,2022,8518,42,1233,0,97.46,NA
3,Здравоохранение и медицинские науки,Республика Бурятия,2022,1356,215,563,0,66,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Бурятия,2022,740,30,209,0,31.27,NA
5,Науки об обществе,Республика Бурятия,2022,2895,138,1559,0,46.94,NA
6,Образование и педагогические науки,Республика Бурятия,2022,1019,405,186,0,3.71,NA
7,Гуманитарные науки,Республика Бурятия,2022,337,199,73,0,2.27,NA
8,Искусство и культура,Республика Бурятия,2022,602,168,73,0,69.19,NA
2,"Инженерное дело, технологии и технические науки",Республика Бурятия,2023,9868,48,1773,0,171.52,NA
3,Здравоохранение и медицинские науки,Республика Бурятия,2023,1078,298,1143,0,63.31,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Бурятия,2023,783,3,208,0,52.97,NA
5,Науки об обществе,Республика Бурятия,2023,1432,10,2220,0,61.73,NA
6,Образование и педагогические науки,Республика Бурятия,2023,1101,430,221,0,3.53,NA
7,Гуманитарные науки,Республика Бурятия,2023,418,202,95,0,2.8,NA
8,Искусство и культура,Республика Бурятия,2023,744,215,87,0,3.25,NA
2,"Инженерное дело, технологии и технические науки",Республика Дагестан,2016,7373,4597,955,800,1.9,1.26
3,Здравоохранение и медицинские науки,Республика Дагестан,2016,3047,1680,2589,1924,1.73,1.4
4,Сельское хозяйство и сельскохозяйственные науки,Республика Дагестан,2016,510,430,49,47,1.2,1.05
5,Науки об обществе,Республика Дагестан,2016,3452,1652,3583,3060,2.46,1.19
6,Образование и педагогические науки,Республика Дагестан,2016,1301,943,950,886,1.38,1.08
7,Гуманитарные науки,Республика Дагестан,2016,168,101,173,155,1.66,1.13
8,Искусство и культура,Республика Дагестан,2016,721,594,97,84,1.24,1.16
2,"Инженерное дело, технологии и технические науки",Республика Дагестан,2017,6601,142,1231,0,60.37,NA
3,Здравоохранение и медицинские науки,Республика Дагестан,2017,4088,617,3703,0,15.09,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Дагестан,2017,549,5,13,0,60.2,NA
5,Науки об обществе,Республика Дагестан,2017,3488,356,4325,0,50.44,NA
6,Образование и педагогические науки,Республика Дагестан,2017,1103,1585,996,0,1.24,NA
7,Гуманитарные науки,Республика Дагестан,2017,142,147,154,0,5.68,NA
8,Искусство и культура,Республика Дагестан,2017,691,305,67,0,8.84,NA
2,"Инженерное дело, технологии и технические науки",Республика Дагестан,2018,7122,132,1248,0,205.18,NA
3,Здравоохранение и медицинские науки,Республика Дагестан,2018,4572,633,5723,0,26.12,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Дагестан,2018,500,0,58,0,NA,NA
5,Науки об обществе,Республика Дагестан,2018,2989,234,5491,0,52.51,NA
6,Образование и педагогические науки,Республика Дагестан,2018,1050,1041,1381,0,2.55,NA
7,Гуманитарные науки,Республика Дагестан,2018,208,160,275,0,NA,NA
8,Искусство и культура,Республика Дагестан,2018,771,289,95,0,6.81,NA
2,"Инженерное дело, технологии и технические науки",Республика Дагестан,2019,7610,198,1476,0,86.01,NA
3,Здравоохранение и медицинские науки,Республика Дагестан,2019,4572,634,6338,0,25.25,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Дагестан,2019,804,0,65,0,NA,NA
5,Науки об обществе,Республика Дагестан,2019,2423,262,6151,0,61.63,NA
6,Образование и педагогические науки,Республика Дагестан,2019,1092,1633,1251,0,1.29,NA
7,Гуманитарные науки,Республика Дагестан,2019,238,253,327,0,3.05,NA
8,Искусство и культура,Республика Дагестан,2019,697,264,225,0,10.06,NA
2,"Инженерное дело, технологии и технические науки",Республика Дагестан,2020,7989,102,1701,0,156.75,NA
3,Здравоохранение и медицинские науки,Республика Дагестан,2020,4584,502,6161,0,24.26,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Дагестан,2020,838,0,20,0,NA,NA
5,Науки об обществе,Республика Дагестан,2020,1771,151,6597,0,79.44,NA
6,Образование и педагогические науки,Республика Дагестан,2020,1080,1788,1166,0,1.18,NA
7,Гуманитарные науки,Республика Дагестан,2020,179,195,243,0,2.24,NA
8,Искусство и культура,Республика Дагестан,2020,603,269,227,0,9.41,NA
2,"Инженерное дело, технологии и технические науки",Республика Дагестан,2021,6613,126,1407,0,62.58,NA
3,Здравоохранение и медицинские науки,Республика Дагестан,2021,4693,804,6169,0,21.52,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Дагестан,2021,514,7,18,0,16,NA
5,Науки об обществе,Республика Дагестан,2021,2321,227,5730,0,44.34,NA
6,Образование и педагогические науки,Республика Дагестан,2021,1114,1919,1225,0,1.11,NA
7,Гуманитарные науки,Республика Дагестан,2021,204,304,285,0,2.56,NA
8,Искусство и культура,Республика Дагестан,2021,659,296,261,0,11.96,NA
2,"Инженерное дело, технологии и технические науки",Республика Дагестан,2022,7985,218,3200,0,60.42,NA
3,Здравоохранение и медицинские науки,Республика Дагестан,2022,4714,610,7424,0,26.34,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Дагестан,2022,1747,8,148,0,287.16,NA
5,Науки об обществе,Республика Дагестан,2022,2580,223,7831,0,115.69,NA
6,Образование и педагогические науки,Республика Дагестан,2022,1532,2387,1778,0,1.39,NA
7,Гуманитарные науки,Республика Дагестан,2022,499,530,357,0,1.63,NA
8,Искусство и культура,Республика Дагестан,2022,529,264,354,0,4.08,NA
2,"Инженерное дело, технологии и технические науки",Республика Дагестан,2023,9337,222,3406,0,91.3,NA
3,Здравоохранение и медицинские науки,Республика Дагестан,2023,5217,292,8202,0,58.66,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Дагестан,2023,672,2,25,0,93.5,NA
5,Науки об обществе,Республика Дагестан,2023,2129,36,7043,0,72.45,NA
6,Образование и педагогические науки,Республика Дагестан,2023,1855,1779,1304,0,1.58,NA
7,Гуманитарные науки,Республика Дагестан,2023,642,267,283,0,3.75,NA
8,Искусство и культура,Республика Дагестан,2023,632,281,369,0,10.06,NA
2,"Инженерное дело, технологии и технические науки",Республика Ингушетия,2016,1938,1137,35,15,2.04,2.33
3,Здравоохранение и медицинские науки,Республика Ингушетия,2016,997,478,71,54,2.21,1.45
4,Сельское хозяйство и сельскохозяйственные науки,Республика Ингушетия,2016,177,120,0,0,1.58,NA
5,Науки об обществе,Республика Ингушетия,2016,873,310,436,360,3.12,1.23
6,Образование и педагогические науки,Республика Ингушетия,2016,1055,422,169,100,2.85,1.71
7,Гуманитарные науки,Республика Ингушетия,2016,104,70,0,0,1.52,NA
8,Искусство и культура,Республика Ингушетия,2016,34,25,0,0,1.47,NA
2,"Инженерное дело, технологии и технические науки",Республика Ингушетия,2017,1953,58,40,0,50.51,NA
3,Здравоохранение и медицинские науки,Республика Ингушетия,2017,774,69,149,0,54.6,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Ингушетия,2017,144,0,0,0,NA,NA
5,Науки об обществе,Республика Ингушетия,2017,675,4,197,0,76.19,NA
6,Образование и педагогические науки,Республика Ингушетия,2017,644,326,206,0,2.12,NA
7,Гуманитарные науки,Республика Ингушетия,2017,99,0,0,0,NA,NA
8,Искусство и культура,Республика Ингушетия,2017,24,17,0,0,1.52,NA
2,"Инженерное дело, технологии и технические науки",Республика Ингушетия,2018,1433,6,145,0,72.62,NA
3,Здравоохранение и медицинские науки,Республика Ингушетия,2018,771,119,375,0,90.28,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Ингушетия,2018,65,1,1,0,35,NA
5,Науки об обществе,Республика Ингушетия,2018,746,139,511,0,110.01,NA
6,Образование и педагогические науки,Республика Ингушетия,2018,553,468,389,0,1.99,NA
7,Гуманитарные науки,Республика Ингушетия,2018,67,0,0,0,NA,NA
8,Искусство и культура,Республика Ингушетия,2018,21,19,0,0,1.16,NA
2,"Инженерное дело, технологии и технические науки",Республика Ингушетия,2019,1726,55,189,0,43.31,NA
3,Здравоохранение и медицинские науки,Республика Ингушетия,2019,715,176,642,0,8.7,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Ингушетия,2019,81,0,0,0,NA,NA
5,Науки об обществе,Республика Ингушетия,2019,264,177,840,0,NA,NA
6,Образование и педагогические науки,Республика Ингушетия,2019,633,571,560,0,1.76,NA
7,Гуманитарные науки,Республика Ингушетия,2019,85,0,0,0,NA,NA
8,Искусство и культура,Республика Ингушетия,2019,12,9,0,0,1.25,NA
2,"Инженерное дело, технологии и технические науки",Республика Ингушетия,2020,1730,41,139,0,40.72,NA
3,Здравоохранение и медицинские науки,Республика Ингушетия,2020,1006,118,632,0,205.1,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Ингушетия,2020,70,0,0,0,NA,NA
5,Науки об обществе,Республика Ингушетия,2020,552,128,579,0,63.35,NA
6,Образование и педагогические науки,Республика Ингушетия,2020,683,535,267,0,1.7,NA
7,Гуманитарные науки,Республика Ингушетия,2020,88,1,0,0,58,NA
8,Искусство и культура,Республика Ингушетия,2020,36,30,0,0,1.37,NA
2,"Инженерное дело, технологии и технические науки",Республика Ингушетия,2021,1761,41,253,0,28.65,NA
3,Здравоохранение и медицинские науки,Республика Ингушетия,2021,1077,92,737,0,47.01,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Ингушетия,2021,91,4,0,0,12.5,NA
5,Науки об обществе,Республика Ингушетия,2021,502,13,626,0,24.02,NA
6,Образование и педагогические науки,Республика Ингушетия,2021,495,425,327,0,1.42,NA
7,Гуманитарные науки,Республика Ингушетия,2021,85,0,0,0,NA,NA
8,Искусство и культура,Республика Ингушетия,2021,20,20,0,0,1,NA
2,"Инженерное дело, технологии и технические науки",Республика Ингушетия,2022,2061,119,445,0,23.7,NA
3,Здравоохранение и медицинские науки,Республика Ингушетия,2022,997,161,1163,0,32.93,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Ингушетия,2022,120,2,0,0,27.15,NA
5,Науки об обществе,Республика Ингушетия,2022,579,25,620,0,38.54,NA
6,Образование и педагогические науки,Республика Ингушетия,2022,531,472,380,0,1.35,NA
7,Гуманитарные науки,Республика Ингушетия,2022,138,25,0,0,1.2,NA
8,Искусство и культура,Республика Ингушетия,2022,14,10,15,0,1.47,NA
2,"Инженерное дело, технологии и технические науки",Республика Ингушетия,2023,2073,58,576,0,42.56,NA
3,Здравоохранение и медицинские науки,Республика Ингушетия,2023,767,60,987,0,23.36,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Ингушетия,2023,117,5,1,0,28.88,NA
5,Науки об обществе,Республика Ингушетия,2023,483,7,518,0,32.24,NA
6,Образование и педагогические науки,Республика Ингушетия,2023,531,257,251,0,2.82,NA
7,Гуманитарные науки,Республика Ингушетия,2023,68,0,63,0,NA,NA
8,Искусство и культура,Республика Ингушетия,2023,21,5,10,0,1,NA
2,"Инженерное дело, технологии и технические науки",Республика Калмыкия,2016,1389,1291,144,118,1.13,1.17
3,Здравоохранение и медицинские науки,Республика Калмыкия,2016,346,120,216,162,3.16,1.33
4,Сельское хозяйство и сельскохозяйственные науки,Республика Калмыкия,2016,175,132,14,14,1.4,1
5,Науки об обществе,Республика Калмыкия,2016,288,273,351,310,1.06,1.15
6,Образование и педагогические науки,Республика Калмыкия,2016,310,231,25,25,1.53,1
7,Гуманитарные науки,Республика Калмыкия,2016,57,54,0,0,1.06,NA
2,"Инженерное дело, технологии и технические науки",Республика Калмыкия,2017,1112,6,153,0,26.63,NA
3,Здравоохранение и медицинские науки,Республика Калмыкия,2017,378,64,303,0,1.03,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Калмыкия,2017,187,2,22,0,58.5,NA
5,Науки об обществе,Республика Калмыкия,2017,461,78,289,0,5.21,NA
6,Образование и педагогические науки,Республика Калмыкия,2017,267,227,42,0,1.46,NA
7,Гуманитарные науки,Республика Калмыкия,2017,70,64,0,0,1.09,NA
8,Искусство и культура,Республика Калмыкия,2017,75,55,1,0,1.47,NA
2,"Инженерное дело, технологии и технические науки",Республика Калмыкия,2018,1380,16,144,0,92.02,NA
3,Здравоохранение и медицинские науки,Республика Калмыкия,2018,297,60,313,0,20.8,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Калмыкия,2018,240,1,30,0,145,NA
5,Науки об обществе,Республика Калмыкия,2018,392,78,214,0,8.36,NA
6,Образование и педагогические науки,Республика Калмыкия,2018,193,207,41,0,1.02,NA
7,Гуманитарные науки,Республика Калмыкия,2018,58,49,0,0,1.19,NA
8,Искусство и культура,Республика Калмыкия,2018,98,62,0,0,2.94,NA
2,"Инженерное дело, технологии и технические науки",Республика Калмыкия,2019,1495,8,283,0,70.84,NA
3,Здравоохранение и медицинские науки,Республика Калмыкия,2019,434,56,389,0,8.97,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Калмыкия,2019,248,0,33,0,NA,NA
5,Науки об обществе,Республика Калмыкия,2019,480,41,385,0,17.42,NA
6,Образование и педагогические науки,Республика Калмыкия,2019,204,211,33,0,1.02,NA
7,Гуманитарные науки,Республика Калмыкия,2019,57,57,0,0,1,NA
8,Искусство и культура,Республика Калмыкия,2019,81,56,0,0,1.22,NA
2,"Инженерное дело, технологии и технические науки",Республика Калмыкия,2020,1428,5,297,0,95.43,NA
3,Здравоохранение и медицинские науки,Республика Калмыкия,2020,580,67,353,0,32.59,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Калмыкия,2020,266,0,62,0,NA,NA
5,Науки об обществе,Республика Калмыкия,2020,492,45,348,0,22.98,NA
