field,field_name,region,year,applied_budget_total_sum,accepted_budget_total_sum,applied_commerc_sum,accepted_commerc_sum,konkurs_budget_mean,konkurs_commerce_mean
2,"Инженерное дело, технологии и технические науки",Ненецкий автономный округ,2018,243,28,7,0,28.52,NA
3,Здравоохранение и медицинские науки,Ненецкий автономный округ,2018,42,28,5,0,1.5,NA
4,Сельское хозяйство и сельскохозяйственные науки,Ненецкий автономный округ,2018,29,0,0,0,NA,NA
5,Науки об обществе,Ненецкий автономный округ,2018,53,0,57,0,NA,NA
6,Образование и педагогические науки,Ненецкий автономный округ,2018,47,52,29,0,1.88,NA
8,Искусство и культура,Ненецкий автономный округ,2018,0,0,35,0,NA,NA
2,"Инженерное дело, технологии и технические науки",Ненецкий автономный округ,2019,178,1,68,75,51,NA
4,Сельское хозяйство и сельскохозяйственные науки,Ненецкий автономный округ,2019,37,0,0,0,NA,NA
5,Науки об обществе,Ненецкий автономный округ,2019,141,44,77,25,1.24,NA
6,Образование и педагогические науки,Ненецкий автономный округ,2019,40,60,42,0,1.54,NA
