field,field_name,region,year,applied_budget_total_sum,accepted_budget_total_sum,applied_commerc_sum,accepted_commerc_sum,konkurs_budget_mean,konkurs_commerce_mean
2,"Инженерное дело, технологии и технические науки",г.Москва,2020,386728,29228,92580,16725,16.42,11.65
3,Здравоохранение и медицинские науки,г.Москва,2020,58034,3700,29633,5000,19.38,7.61
4,Сельское хозяйство и сельскохозяйственные науки,г.Москва,2020,11773,1270,6213,208,10.36,71.37
5,Науки об обществе,г.Москва,2020,274543,10267,262524,68081,33.66,6.03
6,Образование и педагогические науки,г.Москва,2020,49303,2623,25275,5854,20.45,7.98
7,Гуманитарные науки,г.Москва,2020,61389,3375,31590,5945,24.93,6.89
8,Искусство и культура,г.Москва,2020,25184,2530,15042,4801,16.95,4.61
NA,NA,г.Москва,2020,4546,226,2052,379,20.12,5.52
1,Математические и естественные науки,г.Москва,2021,96845,5889,20356,2441,25.25,10.07
2,"Инженерное дело, технологии и технические науки",г.Москва,2021,515237,31050,95992,17715,22.14,10.61
3,Здравоохранение и медицинские науки,г.Москва,2021,62962,4253,28330,5039,21.49,7.48
4,Сельское хозяйство и сельскохозяйственные науки,г.Москва,2021,18556,1421,6543,268,14.99,39.08
5,Науки об обществе,г.Москва,2021,324311,10590,302891,74022,42.32,6.87
6,Образование и педагогические науки,г.Москва,2021,51679,2601,26420,6086,22.46,7.05
7,Гуманитарные науки,г.Москва,2021,65340,3479,36204,6236,28.56,7.74
8,Искусство и культура,г.Москва,2021,23764,2483,21174,5639,19.71,7.42
NA,NA,г.Москва,2021,4125,257,2089,346,16.05,6.09
1,Математические и естественные науки,г.Москва,2022,86323,6149,22042,2251,21.37,11.72
2,"Инженерное дело, технологии и технические науки",г.Москва,2022,596520,31813,142959,22285,26.73,18.71
3,Здравоохранение и медицинские науки,г.Москва,2022,59628,4292,32858,5366,19.47,9.23
