field,field_name,region,year,applied_budget_total_sum,accepted_budget_total_sum,applied_commerc_sum,accepted_commerc_sum,konkurs_budget_mean,konkurs_commerce_mean
2,"Инженерное дело, технологии и технические науки",Республика Марий Эл,2016,5149,1190,395,239,5.03,1.9
3,Здравоохранение и медицинские науки,Республика Марий Эл,2016,683,46,240,232,16.38,1.03
4,Сельское хозяйство и сельскохозяйственные науки,Республика Марий Эл,2016,905,319,43,30,3.34,1.44
5,Науки об обществе,Республика Марий Эл,2016,2113,343,1449,802,9.11,2.73
6,Образование и педагогические науки,Республика Марий Эл,2016,1808,386,120,85,5.1,1.4
7,Гуманитарные науки,Республика Марий Эл,2016,227,30,6,6,8.89,1
8,Искусство и культура,Республика Марий Эл,2016,125,44,0,0,5.21,NA
1,Математические и естественные науки,Республика Марий Эл,2017,848,180,3,3,5.99,1
2,"Инженерное дело, технологии и технические науки",Республика Марий Эл,2017,4611,1009,562,330,5.22,1.79
3,Здравоохранение и медицинские науки,Республика Марий Эл,2017,406,73,252,252,5.58,1
4,Сельское хозяйство и сельскохозяйственные науки,Республика Марий Эл,2017,906,349,31,21,2.94,1.29
5,Науки об обществе,Республика Марий Эл,2017,1182,207,1445,795,9.27,2.24
6,Образование и педагогические науки,Республика Марий Эл,2017,1480,334,301,292,4.72,1.04
7,Гуманитарные науки,Республика Марий Эл,2017,255,40,10,10,10.12,1
8,Искусство и культура,Республика Марий Эл,2017,89,24,13,13,5.37,1
1,Математические и естественные науки,Республика Марий Эл,2018,773,177,10,3,5.32,2.36
2,"Инженерное дело, технологии и технические науки",Республика Марий Эл,2018,4576,980,389,193,5.42,2.17
3,Здравоохранение и медицинские науки,Республика Марий Эл,2018,941,150,326,207,6.99,3.32
4,Сельское хозяйство и сельскохозяйственные науки,Республика Марий Эл,2018,1048,387,186,159,3.14,1.38
5,Науки об обществе,Республика Марий Эл,2018,1048,120,1135,671,11.41,1.85
6,Образование и педагогические науки,Республика Марий Эл,2018,1659,312,434,302,6.09,1.71
7,Гуманитарные науки,Республика Марий Эл,2018,281,46,23,11,7.2,3.32
1,Математические и естественные науки,Республика Марий Эл,2019,868,177,59,6,5.74,9.27
2,"Инженерное дело, технологии и технические науки",Республика Марий Эл,2019,4761,1058,435,237,4.99,2.05
3,Здравоохранение и медицинские науки,Республика Марий Эл,2019,1079,103,678,231,11.13,7.74
4,Сельское хозяйство и сельскохозяйственные науки,Республика Марий Эл,2019,1002,341,29,11,3.12,2.01
5,Науки об обществе,Республика Марий Эл,2019,1338,166,787,362,9.79,2.84
6,Образование и педагогические науки,Республика Марий Эл,2019,1574,309,453,331,6.36,1.49
7,Гуманитарные науки,Республика Марий Эл,2019,301,56,41,7,6.42,6.09
1,Математические и естественные науки,Республика Марий Эл,2020,828,185,39,0,4.73,NA
2,"Инженерное дело, технологии и технические науки",Республика Марий Эл,2020,4537,1085,360,92,5,3.47
3,Здравоохранение и медицинские науки,Республика Марий Эл,2020,1221,135,489,128,9.7,12.88
4,Сельское хозяйство и сельскохозяйственные науки,Республика Марий Эл,2020,947,297,34,3,3.65,5.13
5,Науки об обществе,Республика Марий Эл,2020,2097,254,923,266,10.83,5.13
6,Образование и педагогические науки,Республика Марий Эл,2020,1425,326,466,273,4.83,15.28
7,Гуманитарные науки,Республика Марий Эл,2020,316,56,71,3,6.64,16
8,Искусство и культура,Республика Марий Эл,2020,98,52,5,0,2.24,NA
1,Математические и естественные науки,Республика Марий Эл,2021,1459,298,44,1,6.06,7
2,"Инженерное дело, технологии и технические науки",Республика Марий Эл,2021,6513,1579,237,89,4.7,3.41
3,Здравоохранение и медицинские науки,Республика Марий Эл,2021,1287,206,427,109,7.48,4.58
4,Сельское хозяйство и сельскохозяйственные науки,Республика Марий Эл,2021,1020,342,25,1,3.17,2
5,Науки об обществе,Республика Марий Эл,2021,4301,494,1068,289,15.71,8.3
6,Образование и педагогические науки,Республика Марий Эл,2021,2065,447,311,216,5.07,4.88
7,Гуманитарные науки,Республика Марий Эл,2021,732,156,44,2,5.52,13
8,Искусство и культура,Республика Марий Эл,2021,222,115,3,1,2.24,1
1,Математические и естественные науки,Республика Марий Эл,2022,1546,234,102,0,7.54,NA
2,"Инженерное дело, технологии и технические науки",Республика Марий Эл,2022,7546,1479,407,103,5.88,5.51
3,Здравоохранение и медицинские науки,Республика Марий Эл,2022,1800,199,710,180,10.93,7.95
4,Сельское хозяйство и сельскохозяйственные науки,Республика Марий Эл,2022,1213,340,12,1,3.88,2
5,Науки об обществе,Республика Марий Эл,2022,5037,376,1250,271,22.59,9.58
6,Образование и педагогические науки,Республика Марий Эл,2022,2900,447,477,274,7.44,6.22
7,Гуманитарные науки,Республика Марий Эл,2022,652,104,75,5,8.72,8.6
8,Искусство и культура,Республика Марий Эл,2022,306,98,31,4,4.08,1
1,Математические и естественные науки,Республика Марий Эл,2023,1118,231,45,1,5.42,2
2,"Инженерное дело, технологии и технические науки",Республика Марий Эл,2023,7756,1546,721,179,6.17,8.57
3,Здравоохранение и медицинские науки,Республика Марий Эл,2023,1216,208,1076,698,6.71,3.92
4,Сельское хозяйство и сельскохозяйственные науки,Республика Марий Эл,2023,890,331,31,1,3.14,2
5,Науки об обществе,Республика Марий Эл,2023,3423,386,1053,269,14.61,6.94
6,Образование и педагогические науки,Республика Марий Эл,2023,1938,414,470,327,5.14,11.11
7,Гуманитарные науки,Республика Марий Эл,2023,473,81,64,4,7.12,15.9
8,Искусство и культура,Республика Марий Эл,2023,182,61,19,2,4.83,9.18
1,Математические и естественные науки,Республика Мордовия,2016,1039,310,66,12,3.76,7.25
2,"Инженерное дело, технологии и технические науки",Республика Мордовия,2016,2648,733,479,235,4.16,2.77
3,Здравоохранение и медицинские науки,Республика Мордовия,2016,1917,256,1157,481,8.91,2.95
4,Сельское хозяйство и сельскохозяйственные науки,Республика Мордовия,2016,541,219,53,8,2.63,5.03
5,Науки об обществе,Республика Мордовия,2016,2559,367,3220,1746,10.23,2.21
6,Образование и педагогические науки,Республика Мордовия,2016,3038,821,242,170,4.59,1.44
7,Гуманитарные науки,Республика Мордовия,2016,384,122,194,111,3.73,1.79
8,Искусство и культура,Республика Мордовия,2016,89,47,12,4,2.04,2.53
1,Математические и естественные науки,Республика Мордовия,2017,990,266,87,44,4.27,2.29
2,"Инженерное дело, технологии и технические науки",Республика Мордовия,2017,2359,632,528,254,4.5,2.55
3,Здравоохранение и медицинские науки,Республика Мордовия,2017,2024,260,1147,453,9.58,2.95
4,Сельское хозяйство и сельскохозяйственные науки,Республика Мордовия,2017,550,216,52,24,2.64,3.27
5,Науки об обществе,Республика Мордовия,2017,1684,211,2984,1765,10.77,1.81
6,Образование и педагогические науки,Республика Мордовия,2017,2295,750,258,246,3.98,1.06
7,Гуманитарные науки,Республика Мордовия,2017,674,140,297,160,8.05,1.94
8,Искусство и культура,Республика Мордовия,2017,57,19,35,15,3.3,2.31
1,Математические и естественные науки,Республика Мордовия,2018,940,202,108,57,4.85,1.23
2,"Инженерное дело, технологии и технические науки",Республика Мордовия,2018,2733,587,460,342,5.61,1.55
3,Здравоохранение и медицинские науки,Республика Мордовия,2018,2585,272,1331,570,12.91,2.78
4,Сельское хозяйство и сельскохозяйственные науки,Республика Мордовия,2018,616,228,20,14,2.8,1.44
5,Науки об обществе,Республика Мордовия,2018,1249,203,2504,1432,7.24,2.04
6,Образование и педагогические науки,Республика Мордовия,2018,3007,805,356,313,4.64,1.15
7,Гуманитарные науки,Республика Мордовия,2018,509,102,285,149,6.35,2.33
8,Искусство и культура,Республика Мордовия,2018,11,6,28,12,1.83,1.84
1,Математические и естественные науки,Республика Мордовия,2019,1086,239,82,45,4.78,1.87
2,"Инженерное дело, технологии и технические науки",Республика Мордовия,2019,2353,555,428,271,4.89,1.95
3,Здравоохранение и медицинские науки,Республика Мордовия,2019,2808,296,1293,548,12.32,2.54
4,Сельское хозяйство и сельскохозяйственные науки,Республика Мордовия,2019,588,224,53,29,2.71,1.95
5,Науки об обществе,Республика Мордовия,2019,2142,253,2115,1263,12.95,1.89
6,Образование и педагогические науки,Республика Мордовия,2019,3331,768,222,171,5.11,1.31
7,Гуманитарные науки,Республика Мордовия,2019,810,162,503,152,7.61,4.4
8,Искусство и культура,Республика Мордовия,2019,0,0,34,8,NA,3.5
1,Математические и естественные науки,Республика Мордовия,2020,989,262,108,7,3.86,10.61
2,"Инженерное дело, технологии и технические науки",Республика Мордовия,2020,2256,635,468,206,4.04,3.18
3,Здравоохранение и медицинские науки,Республика Мордовия,2020,2233,301,1391,301,10.7,6.77
4,Сельское хозяйство и сельскохозяйственные науки,Республика Мордовия,2020,444,200,21,3,2.31,2.67
5,Науки об обществе,Республика Мордовия,2020,1454,260,2186,1069,8.81,2.34
6,Образование и педагогические науки,Республика Мордовия,2020,3094,895,270,58,3.96,6.75
7,Гуманитарные науки,Республика Мордовия,2020,757,159,250,57,5.98,6.26
8,Искусство и культура,Республика Мордовия,2020,146,62,10,2,2.6,3.57
1,Математические и естественные науки,Республика Мордовия,2021,1411,300,52,9,5.38,2.71
2,"Инженерное дело, технологии и технические науки",Республика Мордовия,2021,2750,703,475,251,4.41,2.15
3,Здравоохранение и медицинские науки,Республика Мордовия,2021,2515,305,1414,434,11.15,4.77
4,Сельское хозяйство и сельскохозяйственные науки,Республика Мордовия,2021,335,123,46,23,2.75,1.83
5,Науки об обществе,Республика Мордовия,2021,2539,358,2306,1146,12.6,2.91
6,Образование и педагогические науки,Республика Мордовия,2021,3588,893,232,88,4.53,4.35
7,Гуманитарные науки,Республика Мордовия,2021,740,132,319,67,9.92,5.96
8,Искусство и культура,Республика Мордовия,2021,166,67,10,3,2.71,4.56
1,Математические и естественные науки,Республика Мордовия,2022,1180,254,129,12,5.03,14.95
2,"Инженерное дело, технологии и технические науки",Республика Мордовия,2022,2045,539,585,261,4.6,3.62
3,Здравоохранение и медицинские науки,Республика Мордовия,2022,2494,302,1908,519,12.4,6.29
4,Сельское хозяйство и сельскохозяйственные науки,Республика Мордовия,2022,254,97,45,3,2.63,19.29
5,Науки об обществе,Республика Мордовия,2022,2270,297,2450,1285,12.01,2.22
6,Образование и педагогические науки,Республика Мордовия,2022,4357,910,568,129,5.26,6.59
7,Гуманитарные науки,Республика Мордовия,2022,928,133,331,57,9.33,6.19
8,Искусство и культура,Республика Мордовия,2022,154,64,16,1,2.47,3
1,Математические и естественные науки,Республика Мордовия,2023,1313,214,402,88,6.91,6.57
2,"Инженерное дело, технологии и технические науки",Республика Мордовия,2023,2984,641,831,362,6.34,4.72
3,Здравоохранение и медицинские науки,Республика Мордовия,2023,2455,296,1706,906,13.8,3.97
4,Сельское хозяйство и сельскохозяйственные науки,Республика Мордовия,2023,409,147,69,12,2.84,4.94
5,Науки об обществе,Республика Мордовия,2023,2131,255,3146,1493,13.08,3.43
6,Образование и педагогические науки,Республика Мордовия,2023,5078,911,732,89,6.01,13.06
7,Гуманитарные науки,Республика Мордовия,2023,897,128,539,136,10.06,4.64
8,Искусство и культура,Республика Мордовия,2023,105,44,40,8,2.52,9.59
1,Математические и естественные науки,Республика Саха (Якутия),2016,852,264,39,1,3.4,15
2,"Инженерное дело, технологии и технические науки",Республика Саха (Якутия),2016,4534,1228,944,485,4.19,4.11
3,Здравоохранение и медицинские науки,Республика Саха (Якутия),2016,1082,284,65,62,5.42,1.06
4,Сельское хозяйство и сельскохозяйственные науки,Республика Саха (Якутия),2016,922,491,16,8,2.04,1
5,Науки об обществе,Республика Саха (Якутия),2016,1445,187,2283,969,8.83,7.22
6,Образование и педагогические науки,Республика Саха (Якутия),2016,2184,486,813,342,4.71,3.37
7,Гуманитарные науки,Республика Саха (Якутия),2016,1128,245,563,151,6.55,5.53
8,Искусство и культура,Республика Саха (Якутия),2016,364,103,461,216,5.07,7.24
NA,NA,Республика Саха (Якутия),2016,103,12,7,7,8.58,1
1,Математические и естественные науки,Республика Саха (Якутия),2017,872,271,54,12,3.44,5.21
2,"Инженерное дело, технологии и технические науки",Республика Саха (Якутия),2017,4755,1162,715,444,4.84,2.73
3,Здравоохранение и медицинские науки,Республика Саха (Якутия),2017,1247,277,71,57,5.61,1.26
4,Сельское хозяйство и сельскохозяйственные науки,Республика Саха (Якутия),2017,931,471,42,38,2.32,1.29
5,Науки об обществе,Республика Саха (Якутия),2017,1409,154,1896,1003,11.66,5.29
6,Образование и педагогические науки,Республика Саха (Якутия),2017,2045,489,590,250,4.43,3.27
7,Гуманитарные науки,Республика Саха (Якутия),2017,952,228,326,122,5.92,3.23
8,Искусство и культура,Республика Саха (Якутия),2017,338,99,390,130,5.62,8.78
1,Математические и естественные науки,Республика Саха (Якутия),2018,1034,289,60,21,3.94,2.51
2,"Инженерное дело, технологии и технические науки",Республика Саха (Якутия),2018,4229,1094,1141,519,4.75,3.67
3,Здравоохранение и медицинские науки,Республика Саха (Якутия),2018,1295,296,204,152,5.14,1.39
4,Сельское хозяйство и сельскохозяйственные науки,Республика Саха (Якутия),2018,1126,423,124,83,3.46,1.43
5,Науки об обществе,Республика Саха (Якутия),2018,997,133,2092,1006,10.07,2.94
6,Образование и педагогические науки,Республика Саха (Якутия),2018,2359,542,1092,414,4.67,2.91
7,Гуманитарные науки,Республика Саха (Якутия),2018,1119,246,585,140,5.77,5.45
8,Искусство и культура,Республика Саха (Якутия),2018,663,130,299,132,5.03,4.19
1,Математические и естественные науки,Республика Саха (Якутия),2019,1097,301,72,33,4.38,2.36
2,"Инженерное дело, технологии и технические науки",Республика Саха (Якутия),2019,3771,1052,993,411,4.2,3.34
3,Здравоохранение и медицинские науки,Республика Саха (Якутия),2019,1314,307,255,124,5.16,2.63
4,Сельское хозяйство и сельскохозяйственные науки,Республика Саха (Якутия),2019,1046,429,97,53,2.8,1.55
5,Науки об обществе,Республика Саха (Якутия),2019,1586,215,1377,642,10.06,3.02
6,Образование и педагогические науки,Республика Саха (Якутия),2019,1987,604,564,214,3.46,3.12
7,Гуманитарные науки,Республика Саха (Якутия),2019,1071,300,515,144,6.02,5.56
8,Искусство и культура,Республика Саха (Якутия),2019,392,123,481,120,3.8,7.6
1,Математические и естественные науки,Республика Саха (Якутия),2020,1420,319,127,15,5.27,8.79
2,"Инженерное дело, технологии и технические науки",Республика Саха (Якутия),2020,5077,1215,888,334,4.8,3.22
3,Здравоохранение и медицинские науки,Республика Саха (Якутия),2020,1740,299,394,126,7.31,6.98
4,Сельское хозяйство и сельскохозяйственные науки,Республика Саха (Якутия),2020,1142,417,31,29,3.35,1
5,Науки об обществе,Республика Саха (Якутия),2020,3055,275,1695,573,17.51,3.61
6,Образование и педагогические науки,Республика Саха (Якутия),2020,3351,765,977,158,4.68,13.84
7,Гуманитарные науки,Республика Саха (Якутия),2020,1423,342,471,95,5.75,23.22
8,Искусство и культура,Республика Саха (Якутия),2020,702,232,213,109,4.26,2.17
1,Математические и естественные науки,Республика Саха (Якутия),2021,1356,313,93,2,5.03,10.5
2,"Инженерное дело, технологии и технические науки",Республика Саха (Якутия),2021,5053,1282,644,286,4.62,2.7
3,Здравоохранение и медицинские науки,Республика Саха (Якутия),2021,1297,298,376,109,6.07,6.24
4,Сельское хозяйство и сельскохозяйственные науки,Республика Саха (Якутия),2021,846,427,25,15,2.24,1.43
5,Науки об обществе,Республика Саха (Якутия),2021,2231,337,1343,572,11.85,3.49
6,Образование и педагогические науки,Республика Саха (Якутия),2021,2931,868,388,48,3.47,15.97
7,Гуманитарные науки,Республика Саха (Якутия),2021,1114,313,196,72,4.57,3.15
8,Искусство и культура,Республика Саха (Якутия),2021,767,239,237,102,3.86,2.45
1,Математические и естественные науки,Республика Саха (Якутия),2022,1374,298,111,13,6.73,6.71
2,"Инженерное дело, технологии и технические науки",Республика Саха (Якутия),2022,4804,1333,921,270,4.66,3.52
3,Здравоохранение и медицинские науки,Республика Саха (Якутия),2022,1455,304,679,159,7.75,6.81
4,Сельское хозяйство и сельскохозяйственные науки,Республика Саха (Якутия),2022,916,460,96,68,2.18,1.66
5,Науки об обществе,Республика Саха (Якутия),2022,2207,296,1421,522,14.73,3.91
6,Образование и педагогические науки,Республика Саха (Якутия),2022,2716,843,557,126,3.31,5.14
7,Гуманитарные науки,Республика Саха (Якутия),2022,942,345,264,74,3.86,3.79
8,Искусство и культура,Республика Саха (Якутия),2022,797,241,122,89,6.95,1.7
1,Математические и естественные науки,Республика Саха (Якутия),2023,1609,306,116,10,6.81,12.44
2,"Инженерное дело, технологии и технические науки",Республика Саха (Якутия),2023,5824,1328,1068,525,5.14,2.86
3,Здравоохранение и медицинские науки,Республика Саха (Якутия),2023,1775,304,502,163,8.36,3.36
4,Сельское хозяйство и сельскохозяйственные науки,Республика Саха (Якутия),2023,1031,410,19,11,2.93,1.76
5,Науки об обществе,Республика Саха (Якутия),2023,2979,359,1621,610,15.88,3.66
6,Образование и педагогические науки,Республика Саха (Якутия),2023,2891,821,476,140,3.58,14.51
7,Гуманитарные науки,Республика Саха (Якутия),2023,1493,352,312,76,8.31,5.05
8,Искусство и культура,Республика Саха (Якутия),2023,1100,219,419,117,5.9,5.23
1,Математические и естественные науки,Республика Северная Осетия - Алания,2016,369,104,19,2,3.77,7.5
2,"Инженерное дело, технологии и технические науки",Республика Северная Осетия - Алания,2016,2481,1046,102,81,2.58,1.17
3,Здравоохранение и медицинские науки,Республика Северная Осетия - Алания,2016,1759,382,1125,217,5.19,6.1
4,Сельское хозяйство и сельскохозяйственные науки,Республика Северная Осетия - Алания,2016,547,325,18,18,1.78,1
5,Науки об обществе,Республика Северная Осетия - Алания,2016,3383,358,3155,1523,12.97,3.51
6,Образование и педагогические науки,Республика Северная Осетия - Алания,2016,1275,498,126,55,2.64,2.21
7,Гуманитарные науки,Республика Северная Осетия - Алания,2016,475,87,128,59,8.38,2.72
8,Искусство и культура,Республика Северная Осетия - Алания,2016,27,10,17,12,2.7,1.58
1,Математические и естественные науки,Республика Северная Осетия - Алания,2017,451,105,80,14,5.36,4.62
2,"Инженерное дело, технологии и технические науки",Республика Северная Осетия - Алания,2017,2647,1014,200,132,2.94,1.99
3,Здравоохранение и медицинские науки,Республика Северная Осетия - Алания,2017,2210,390,1419,269,6.34,7.82
4,Сельское хозяйство и сельскохозяйственные науки,Республика Северная Осетия - Алания,2017,419,290,7,7,1.5,1
5,Науки об обществе,Республика Северная Осетия - Алания,2017,2765,279,3676,1609,14.43,4.06
6,Образование и педагогические науки,Республика Северная Осетия - Алания,2017,1116,417,171,58,2.73,5.94
7,Гуманитарные науки,Республика Северная Осетия - Алания,2017,453,81,209,82,7.74,4.32
8,Искусство и культура,Республика Северная Осетия - Алания,2017,16,10,4,0,1.6,NA
1,Математические и естественные науки,Республика Северная Осетия - Алания,2018,536,113,121,17,6.11,6.43
2,"Инженерное дело, технологии и технические науки",Республика Северная Осетия - Алания,2018,2858,951,248,167,3.3,2.48
3,Здравоохранение и медицинские науки,Республика Северная Осетия - Алания,2018,2338,385,1328,332,7.38,4.78
4,Сельское хозяйство и сельскохозяйственные науки,Республика Северная Осетия - Алания,2018,590,340,23,23,1.81,1
5,Науки об обществе,Республика Северная Осетия - Алания,2018,2051,244,2854,1045,11.32,3.86
6,Образование и педагогические науки,Республика Северная Осетия - Алания,2018,864,370,149,62,2.48,3.31
7,Гуманитарные науки,Республика Северная Осетия - Алания,2018,388,77,223,104,5.89,2.99
8,Искусство и культура,Республика Северная Осетия - Алания,2018,39,15,11,3,2.67,3
1,Математические и естественные науки,Республика Северная Осетия - Алания,2019,501,113,109,18,5.19,6.49
2,"Инженерное дело, технологии и технические науки",Республика Северная Осетия - Алания,2019,2734,955,456,258,3.21,2.15
3,Здравоохранение и медицинские науки,Республика Северная Осетия - Алания,2019,2608,370,1549,348,9.51,5.34
4,Сельское хозяйство и сельскохозяйственные науки,Республика Северная Осетия - Алания,2019,538,320,13,7,1.73,1.6
5,Науки об обществе,Республика Северная Осетия - Алания,2019,1790,219,2101,960,10.92,2.81
6,Образование и педагогические науки,Республика Северная Осетия - Алания,2019,559,232,366,209,2.62,3.5
7,Гуманитарные науки,Республика Северная Осетия - Алания,2019,399,94,104,29,4.9,4.95
8,Искусство и культура,Республика Северная Осетия - Алания,2019,0,0,14,8,NA,1.54
NA,NA,Республика Северная Осетия - Алания,2019,0,0,9,5,NA,1.8
1,Математические и естественные науки,Республика Северная Осетия - Алания,2020,458,114,56,4,4.67,4.33
2,"Инженерное дело, технологии и технические науки",Республика Северная Осетия - Алания,2020,2173,824,207,121,3.05,2.36
3,Здравоохранение и медицинские науки,Республика Северная Осетия - Алания,2020,2611,357,1450,347,10.8,7.99
4,Сельское хозяйство и сельскохозяйственные науки,Республика Северная Осетия - Алания,2020,482,240,33,31,2.09,1.07
5,Науки об обществе,Республика Северная Осетия - Алания,2020,1253,135,2206,1022,10.91,2.96
6,Образование и педагогические науки,Республика Северная Осетия - Алания,2020,661,227,330,177,2.95,1.96
7,Гуманитарные науки,Республика Северная Осетия - Алания,2020,384,95,189,152,4.24,3.24
8,Искусство и культура,Республика Северная Осетия - Алания,2020,49,16,28,12,7.33,2.49
NA,NA,Республика Северная Осетия - Алания,2020,0,0,17,12,NA,1.42
1,Математические и естественные науки,Республика Северная Осетия - Алания,2021,426,114,97,4,4.09,9.19
2,"Инженерное дело, технологии и технические науки",Республика Северная Осетия - Алания,2021,2908,869,348,131,3.8,3.79
3,Здравоохранение и медицинские науки,Республика Северная Осетия - Алания,2021,2438,424,1486,390,12.24,8.25
4,Сельское хозяйство и сельскохозяйственные науки,Республика Северная Осетия - Алания,2021,574,284,19,19,2.09,1
5,Науки об обществе,Республика Северная Осетия - Алания,2021,1199,153,2229,943,8.36,3.21
6,Образование и педагогические науки,Республика Северная Осетия - Алания,2021,713,265,260,72,2.76,16.66
7,Гуманитарные науки,Республика Северная Осетия - Алания,2021,449,92,264,52,5.75,4.08
8,Искусство и культура,Республика Северная Осетия - Алания,2021,0,0,35,14,NA,2.22
NA,NA,Республика Северная Осетия - Алания,2021,0,0,9,0,NA,NA
1,Математические и естественные науки,Республика Северная Осетия - Алания,2022,458,112,111,10,4.7,5.61
2,"Инженерное дело, технологии и технические науки",Республика Северная Осетия - Алания,2022,2841,870,599,217,3.69,3.06
3,Здравоохранение и медицинские науки,Республика Северная Осетия - Алания,2022,3337,423,2008,418,12.79,11.3
4,Сельское хозяйство и сельскохозяйственные науки,Республика Северная Осетия - Алания,2022,673,299,17,14,2.39,1.23
5,Науки об обществе,Республика Северная Осетия - Алания,2022,1546,164,2691,1068,13.64,3.75
6,Образование и педагогические науки,Республика Северная Осетия - Алания,2022,809,270,291,54,3.25,11.01
7,Гуманитарные науки,Республика Северная Осетия - Алания,2022,506,89,375,152,7.48,5.21
8,Искусство и культура,Республика Северная Осетия - Алания,2022,0,0,62,27,NA,2.31
1,Математические и естественные науки,Республика Северная Осетия - Алания,2023,522,118,154,19,5.03,8.1
2,"Инженерное дело, технологии и технические науки",Республика Северная Осетия - Алания,2023,4271,843,935,286,6.51,4.77
3,Здравоохранение и медицинские науки,Республика Северная Осетия - Алания,2023,2848,415,1457,463,10.24,5.24
4,Сельское хозяйство и сельскохозяйственные науки,Республика Северная Осетия - Алания,2023,765,313,35,33,2.91,1.06
5,Науки об обществе,Республика Северная Осетия - Алания,2023,2074,194,2794,1187,14.42,2.95
6,Образование и педагогические науки,Республика Северная Осетия - Алания,2023,761,270,257,46,2.88,6.78
7,Гуманитарные науки,Республика Северная Осетия - Алания,2023,502,91,248,63,6.93,7.95
8,Искусство и культура,Республика Северная Осетия - Алания,2023,27,10,95,29,2.79,3.12
NA,NA,Республика Северная Осетия - Алания,2023,68,10,27,9,6.8,3
1,Математические и естественные науки,Республика Татарстан,2016,8517,842,1337,283,12.07,5.91
2,"Инженерное дело, технологии и технические науки",Республика Татарстан,2016,54101,6671,14573,5124,10.18,8.9
3,Здравоохранение и медицинские науки,Республика Татарстан,2016,6159,707,3231,738,13.34,5.07
4,Сельское хозяйство и сельскохозяйственные науки,Республика Татарстан,2016,2953,685,378,96,5.7,5.29
5,Науки об обществе,Республика Татарстан,2016,13209,805,25261,9426,24.19,3.3
6,Образование и педагогические науки,Республика Татарстан,2016,8114,1365,4702,1480,7.44,4.03
7,Гуманитарные науки,Республика Татарстан,2016,4928,693,2822,1229,13.28,5.66
8,Искусство и культура,Республика Татарстан,2016,2391,409,668,355,9.11,5.1
1,Математические и естественные науки,Республика Татарстан,2017,8132,873,1287,272,10.66,6.05
2,"Инженерное дело, технологии и технические науки",Республика Татарстан,2017,55695,6000,15787,5874,11.7,5.46
3,Здравоохранение и медицинские науки,Республика Татарстан,2017,6668,685,3310,728,16.36,5.33
4,Сельское хозяйство и сельскохозяйственные науки,Республика Татарстан,2017,2958,649,337,93,5.48,4.02
5,Науки об обществе,Республика Татарстан,2017,11640,604,24533,9997,25.37,3.22
6,Образование и педагогические науки,Республика Татарстан,2017,7340,1241,5654,1906,8.09,3.59
7,Гуманитарные науки,Республика Татарстан,2017,4580,642,3373,1175,16.73,4.73
8,Искусство и культура,Республика Татарстан,2017,2144,402,633,284,8.26,6.33
1,Математические и естественные науки,Республика Татарстан,2018,9685,879,1441,330,13.2,4.6
2,"Инженерное дело, технологии и технические науки",Республика Татарстан,2018,56094,5890,15651,5766,11.85,8.91
3,Здравоохранение и медицинские науки,Республика Татарстан,2018,7079,763,4212,907,14.91,5.21
4,Сельское хозяйство и сельскохозяйственные науки,Республика Татарстан,2018,2971,610,306,70,6.47,3.65
5,Науки об обществе,Республика Татарстан,2018,10171,510,23621,10069,26.71,3.11
6,Образование и педагогические науки,Республика Татарстан,2018,8945,1373,5777,2061,8.36,3.09
7,Гуманитарные науки,Республика Татарстан,2018,5337,732,3275,1367,18.49,2.88
8,Искусство и культура,Республика Татарстан,2018,2303,426,1038,341,7.86,6.99
NA,NA,Республика Татарстан,2018,558,56,433,216,9.96,2
1,Математические и естественные науки,Республика Татарстан,2019,9901,920,2290,421,13.25,18.85
2,"Инженерное дело, технологии и технические науки",Республика Татарстан,2019,56159,5864,14628,6030,11.6,3.91
3,Здравоохранение и медицинские науки,Республика Татарстан,2019,8352,857,4226,1124,15.72,4.45
4,Сельское хозяйство и сельскохозяйственные науки,Республика Татарстан,2019,3355,656,330,73,6.55,8.12
5,Науки об обществе,Республика Татарстан,2019,11351,584,25454,9885,27.28,3.59
6,Образование и педагогические науки,Республика Татарстан,2019,8615,1492,6670,2841,7.04,2.64
7,Гуманитарные науки,Республика Татарстан,2019,6087,763,4024,1637,18.79,2.86
8,Искусство и культура,Республика Татарстан,2019,2322,366,991,232,9.36,7.55
NA,NA,Республика Татарстан,2019,635,47,515,240,13.51,2.15
1,Математические и естественные науки,Республика Татарстан,2020,10968,971,2096,280,13.84,12.55
2,"Инженерное дело, технологии и технические науки",Республика Татарстан,2020,64133,6649,15773,4146,12.08,7.94
3,Здравоохранение и медицинские науки,Республика Татарстан,2020,13195,870,7004,1348,24.75,6.49
4,Сельское хозяйство и сельскохозяйственные науки,Республика Татарстан,2020,3590,720,561,30,6.19,11.85
5,Науки об обществе,Республика Татарстан,2020,14470,611,24706,8199,31.85,4.13
6,Образование и педагогические науки,Республика Татарстан,2020,9061,1700,6516,1531,7.16,5.29
7,Гуманитарные науки,Республика Татарстан,2020,7450,779,4822,1555,19.02,3.9
8,Искусство и культура,Республика Татарстан,2020,3443,379,2396,273,13.47,22.64
NA,NA,Республика Татарстан,2020,950,42,630,211,22.62,2.99
1,Математические и естественные науки,Республика Татарстан,2021,14796,1109,2054,205,18.02,25.33
2,"Инженерное дело, технологии и технические науки",Республика Татарстан,2021,85136,7449,17991,4235,15.89,11.09
3,Здравоохранение и медицинские науки,Республика Татарстан,2021,11459,888,7554,1385,21.24,6.65
