region,field,field_name,code,group_code_name,stat,2016,2017,2018,2019,2020,2021,2022,2023
Самарская область,1,Математические и естественные науки,04,1.04.00.00 - Химия,Поданные,1.34,1,1.3,1.25,1.42,1.73,1.51,1.25
Самарская область,1,Математические и естественные науки,04,1.04.00.00 - Химия,Принятые,0.56,0.61,0.75,0.78,0.77,0.91,0.73,0.73
Самарская область,1,Математические и естественные науки,05,1.05.00.00 - Науки о Земле,Поданные,0.07,0.09,0.11,0.22,0.08,0.02,0.12,0.01
Самарская область,1,Математические и естественные науки,05,1.05.00.00 - Науки о Земле,Принятые,0.12,0.19,0.19,0.23,0.16,0.02,0.15,0.05
Самарская область,1,Математические и естественные науки,06,1.06.00.00 - Биологические науки,Поданные,0.45,0.38,0.43,0.4,0.58,0.65,0.3,0.51
Самарская область,1,Математические и естественные науки,06,1.06.00.00 - Биологические науки,Принятые,0.32,0.36,0.47,0.49,0.52,0.44,0.37,0.44
Самарская область,2,"Инженерное дело, технологии и технические науки",07,2.07.00.00 - Архитектура,Поданные,0.25,0.36,0.28,0.62,0.42,0.61,0.6,0.69
Самарская область,2,"Инженерное дело, технологии и технические науки",07,2.07.00.00 - Архитектура,Принятые,0.38,0.51,0.43,0.5,0.44,0.52,0.44,0.38
Самарская область,2,"Инженерное дело, технологии и технические науки",08,2.08.00.00 - Техника и технологии строительства,Поданные,3.48,3.42,3.15,2.95,2.56,2.85,2.06,2.47
Самарская область,2,"Инженерное дело, технологии и технические науки",08,2.08.00.00 - Техника и технологии строительства,Принятые,3.99,3.78,4.06,4.11,4.38,5.19,3.15,5.33
Самарская область,2,"Инженерное дело, технологии и технические науки",09,2.09.00.00 - Информатика и вычислительная техника,Поданные,5.93,7.56,7.76,7.9,8.12,9.9,12.91,11.93
Самарская область,2,"Инженерное дело, технологии и технические науки",09,2.09.00.00 - Информатика и вычислительная техника,Принятые,3.67,4.33,5.43,6.03,6.51,7.1,7.43,6.85
Самарская область,2,"Инженерное дело, технологии и технические науки",10,2.10.00.00 - Информационная безопасность,Поданные,2.02,2.1,1.58,2.02,3,3.98,4.29,5.29
Самарская область,2,"Инженерное дело, технологии и технические науки",10,2.10.00.00 - Информационная безопасность,Принятые,1,1.07,1.07,1.16,1.41,1.6,1.56,2.12
Самарская область,2,"Инженерное дело, технологии и технические науки",11,"2.11.00.00 - Электроника, радиотехника и системы связи",Поданные,3.2,2.85,2.6,2.54,2.93,2.94,3.57,3
Самарская область,2,"Инженерное дело, технологии и технические науки",11,"2.11.00.00 - Электроника, радиотехника и системы связи",Принятые,2.26,2.19,2.5,2.66,2.97,2.88,2.99,2.41
