region,field,field_name,code,group_code_name,stat,2016,2017,2018,2019,2020,2021,2022,2023
Омская область,8,Искусство и культура,51,8.51.00.00 - Культуроведение и социокультурные проекты,"Принято, коммерция",0.77,NA,NA,NA,NA,NA,NA,NA
Омская область,8,Искусство и культура,52,8.52.00.00 - Сценические искусства и литературное творчество,"Подано, бюджет",0.33,0.5,0.46,0.47,0.43,0.47,0.45,0.38
Омская область,8,Искусство и культура,52,8.52.00.00 - Сценические искусства и литературное творчество,"Подано, коммерция",0.59,0.25,0.05,0.08,0.14,0.12,0.17,0.27
Омская область,8,Искусство и культура,52,8.52.00.00 - Сценические искусства и литературное творчество,"Принято, бюджет",0.09,1.72,1.29,1.52,1.69,1.55,1.67,1.56
Омская область,8,Искусство и культура,52,8.52.00.00 - Сценические искусства и литературное творчество,"Принято, коммерция",0.66,NA,NA,NA,NA,NA,NA,NA
Омская область,8,Искусство и культура,53,8.53.00.00 - Музыкальное искусство,"Подано, бюджет",0.85,0.98,0.74,0.71,0.61,0.76,0.65,0.63
Омская область,8,Искусство и культура,53,8.53.00.00 - Музыкальное искусство,"Подано, коммерция",0.43,0.28,0.27,0.23,0.15,0.15,0.2,0.59
Омская область,8,Искусство и культура,53,8.53.00.00 - Музыкальное искусство,"Принято, бюджет",0.87,3.22,2.88,2.98,2.96,2.93,3.07,4.03
Омская область,8,Искусство и культура,53,8.53.00.00 - Музыкальное искусство,"Принято, коммерция",0.59,NA,NA,NA,NA,NA,NA,NA
Омская область,8,Искусство и культура,54,8.54.00.00 - Изобразительное и прикладные виды искусств,"Подано, бюджет",1.89,1.79,1.71,2.43,2.44,3.68,3.72,4.98
Омская область,8,Искусство и культура,54,8.54.00.00 - Изобразительное и прикладные виды искусств,"Подано, коммерция",0.74,0.73,0.97,0.32,1.33,1.91,1.62,2.34
Омская область,8,Искусство и культура,54,8.54.00.00 - Изобразительное и прикладные виды искусств,"Принято, бюджет",2.28,3.44,3.52,4.41,4.33,2.13,4.61,5.31
Омская область,8,Искусство и культура,54,8.54.00.00 - Изобразительное и прикладные виды искусств,"Принято, коммерция",0.98,NA,NA,NA,NA,NA,NA,NA
Омская область,8,Искусство и культура,55,8.55.00.00 - Экранные искусства,"Подано, бюджет",NA,0,0.14,0.17,0.2,0.25,0.34,0.25
Омская область,8,Искусство и культура,55,8.55.00.00 - Экранные искусства,"Подано, коммерция",NA,0.21,0.09,0.15,0.25,0.39,0.42,0.35
Омская область,8,Искусство и культура,55,8.55.00.00 - Экранные искусства,"Принято, бюджет",NA,0,0.03,0,0,0,0,0.04
Омская область,8,Искусство и культура,55,8.55.00.00 - Экранные искусства,"Принято, коммерция",NA,NA,NA,NA,NA,NA,NA,NA
Тюменская область,2,"Инженерное дело, технологии и технические науки",07,2.07.00.00 - Архитектура,"Подано, бюджет",0,0,NA,NA,NA,NA,NA,NA
Тюменская область,2,"Инженерное дело, технологии и технические науки",07,2.07.00.00 - Архитектура,"Подано, коммерция",0,0,NA,NA,NA,NA,NA,NA
Тюменская область,2,"Инженерное дело, технологии и технические науки",07,2.07.00.00 - Архитектура,"Принято, бюджет",0,0,NA,NA,NA,NA,NA,NA
Тюменская область,2,"Инженерное дело, технологии и технические науки",07,2.07.00.00 - Архитектура,"Принято, коммерция",0,NA,NA,NA,NA,NA,NA,NA
Тюменская область,2,"Инженерное дело, технологии и технические науки",08,2.08.00.00 - Техника и технологии строительства,"Подано, бюджет",8.89,8.09,7.33,7.59,6.64,8.55,9.84,8.99
Тюменская область,2,"Инженерное дело, технологии и технические науки",08,2.08.00.00 - Техника и технологии строительства,"Подано, коммерция",13.17,8.09,10.62,8.69,7.65,8.7,9.02,7.28
Тюменская область,2,"Инженерное дело, технологии и технические науки",08,2.08.00.00 - Техника и технологии строительства,"Принято, бюджет",10.44,0.3,0.29,0.35,0.43,0.54,0.44,0.34
Тюменская область,2,"Инженерное дело, технологии и технические науки",08,2.08.00.00 - Техника и технологии строительства,"Принято, коммерция",9.1,NA,NA,NA,NA,NA,NA,NA
Тюменская область,2,"Инженерное дело, технологии и технические науки",09,2.09.00.00 - Информатика и вычислительная техника,"Подано, бюджет",5.76,5.82,6.61,9.83,9.44,8.09,10.2,11.93
Тюменская область,2,"Инженерное дело, технологии и технические науки",09,2.09.00.00 - Информатика и вычислительная техника,"Подано, коммерция",6.56,7.91,9.51,14.29,17.76,14.76,12.13,14.68
Тюменская область,2,"Инженерное дело, технологии и технические науки",09,2.09.00.00 - Информатика и вычислительная техника,"Принято, бюджет",3.48,0.4,0.48,0.61,0.26,0.54,0.5,0.51
Тюменская область,2,"Инженерное дело, технологии и технические науки",09,2.09.00.00 - Информатика и вычислительная техника,"Принято, коммерция",2.86,NA,NA,NA,NA,NA,NA,NA
Тюменская область,2,"Инженерное дело, технологии и технические науки",10,2.10.00.00 - Информационная безопасность,"Подано, бюджет",0.09,0.21,NA,0.07,0.34,1.08,0.87,0.92
Тюменская область,2,"Инженерное дело, технологии и технические науки",10,2.10.00.00 - Информационная безопасность,"Подано, коммерция",0,0,NA,0,0,0,0,0.13
Тюменская область,2,"Инженерное дело, технологии и технические науки",10,2.10.00.00 - Информационная безопасность,"Принято, бюджет",0.3,0.1,NA,0,0.17,0.27,0.12,0.34
