region,field,field_name,code,group_code_name,stat,2016,2017,2018,2019,2020,2021,2022,2023
Ростовская область,3,Здравоохранение и медицинские науки,33,3.33.00.00 - Фармация,"Принято, коммерция",2.95,0,NA,NA,NA,0,NA,NA
Ростовская область,3,Здравоохранение и медицинские науки,34,3.34.00.00 - Сестринское дело,"Подано, бюджет",4.66,4.52,4.18,4.55,5.62,5.87,5.42,4.97
Ростовская область,3,Здравоохранение и медицинские науки,34,3.34.00.00 - Сестринское дело,"Подано, коммерция",5.12,6.58,6.18,7.22,6.14,7.72,7.14,6.68
Ростовская область,3,Здравоохранение и медицинские науки,34,3.34.00.00 - Сестринское дело,"Принято, бюджет",3.51,0.16,0.32,0.13,0.33,0.54,0.48,0.95
Ростовская область,3,Здравоохранение и медицинские науки,34,3.34.00.00 - Сестринское дело,"Принято, коммерция",4.27,0,NA,NA,NA,0,NA,NA
Ростовская область,4,Сельское хозяйство и сельскохозяйственные науки,35,"4.35.00.00 - Сельское, лесное и рыбное хозяйство","Подано, бюджет",5.03,4.96,4.61,4.16,4.04,3.64,4.13,3.84
Ростовская область,4,Сельское хозяйство и сельскохозяйственные науки,35,"4.35.00.00 - Сельское, лесное и рыбное хозяйство","Подано, коммерция",0.28,0.16,0.13,0.47,0.46,0.5,0.82,0.87
Ростовская область,4,Сельское хозяйство и сельскохозяйственные науки,35,"4.35.00.00 - Сельское, лесное и рыбное хозяйство","Принято, бюджет",6.89,0.03,0.08,0.18,0.2,0.1,0.19,0.15
Ростовская область,4,Сельское хозяйство и сельскохозяйственные науки,35,"4.35.00.00 - Сельское, лесное и рыбное хозяйство","Принято, коммерция",0.27,0,NA,NA,NA,0,NA,NA
Ростовская область,4,Сельское хозяйство и сельскохозяйственные науки,36,4.36.00.00 - Ветеринария и зоотехния,"Подано, бюджет",0.34,0.37,0.4,0.59,0.46,0.52,0.44,0.45
Ростовская область,4,Сельское хозяйство и сельскохозяйственные науки,36,4.36.00.00 - Ветеринария и зоотехния,"Подано, коммерция",0.33,0.28,0.27,0.42,0.13,0.29,1.21,1.14
Ростовская область,4,Сельское хозяйство и сельскохозяйственные науки,36,4.36.00.00 - Ветеринария и зоотехния,"Принято, бюджет",0.4,0.03,0.03,0.05,0.08,0,0.05,0.09
Ростовская область,4,Сельское хозяйство и сельскохозяйственные науки,36,4.36.00.00 - Ветеринария и зоотехния,"Принято, коммерция",0.44,0,NA,NA,NA,0,NA,NA
Ростовская область,5,Науки об обществе,38,5.38.00.00 - Экономика и управление,"Подано, бюджет",8.54,7.92,8.2,8.75,8.03,9.22,9.15,9.26
Ростовская область,5,Науки об обществе,38,5.38.00.00 - Экономика и управление,"Подано, коммерция",23.21,19.74,19.66,18.11,17.92,16.68,14.51,15.02
Ростовская область,5,Науки об обществе,38,5.38.00.00 - Экономика и управление,"Принято, бюджет",8.88,3.24,3.31,4.23,2.93,2.85,2.47,4.1
Ростовская область,5,Науки об обществе,38,5.38.00.00 - Экономика и управление,"Принято, коммерция",23.42,0,NA,NA,NA,23.08,NA,NA
Ростовская область,5,Науки об обществе,39,5.39.00.00 - Социология и социальная работа,"Подано, бюджет",0.44,0.25,0.35,0.35,0.35,0.33,0.33,0.29
